Constituency_No,Dates_DATE_POLLING,Polling_Stations_Number,Polling_Stations_Average_Electors_per_Station,Polling_Stations_regex_Match,Candidates_Info_NOMINATED_MEN,Candidates_Info_NOMINATED_WOMEN,Candidates_Info_NOMINATED_TOTAL,Candidates_Info_REJECTED_MEN,Candidates_Info_REJECTED_WOMEN,Candidates_Info_REJECTED_TOTAL,Candidates_Info_WITHDRAWN_MEN,Candidates_Info_WITHDRAWN_WOMEN,Candidates_Info_WITHDRAWN_TOTAL,Candidates_Info_CONTESTED_MEN,Candidates_Info_CONTESTED_WOMEN,Candidates_Info_CONTESTED_TOTAL,Candidates_Info_FORFEITED DEPOSIT_MEN,Candidates_Info_FORFEITED DEPOSIT_WOMEN,Candidates_Info_FORFEITED DEPOSIT_TOTAL,Completeness_Candidates_Info_Total_Cells,Completeness_Candidates_Info_NA_Cells,Completeness_Candidates_Info_NA_Proportion,Result_WINNER_PARTY,Result_WINNER_CANDIDATE,Result_WINNER_VOTES,Result_RUNNER-UP_PARTY,Result_RUNNER-UP_CANDIDATE,Result_RUNNER-UP_VOTES,Completeness_Result_Total_Cells,Completeness_Result_NA_Cells,Completeness_Result_NA_Proportion,Electors_Info_GENERAL_MEN,Electors_Info_GENERAL_WOMEN,Electors_Info_GENERAL_TOTAL,Electors_Info_SERVICE_MEN,Electors_Info_SERVICE_WOMEN,Electors_Info_SERVICE_TOTAL,Electors_Info_TOTAL_MEN,Electors_Info_TOTAL_WOMEN,Electors_Info_TOTAL_TOTAL,Completeness_Electors_Info_Total_Cells,Completeness_Electors_Info_NA_Cells,Completeness_Electors_Info_NA_Proportion,Voters_Info_GENERAL_MEN,Voters_Info_GENERAL_WOMEN,Voters_Info_GENERAL_TOTAL,Voters_Info_POSTAL_MEN,Voters_Info_POSTAL_WOMEN,Voters_Info_POSTAL_TOTAL,Voters_Info_TOTAL_MEN,Voters_Info_TOTAL_WOMEN,Voters_Info_TOTAL_TOTAL,Completeness_Voters_Info_Total_Cells,Completeness_Voters_Info_NA_Cells,Completeness_Voters_Info_NA_Proportion,Votes_Info_POLLED_VALUE,Votes_Info_VALID_VALUE,Votes_Info_REJECTED_VALUE,Votes_Info_MISSING_VALUE,Votes_Info_TENDERED_VALUE,Completeness_Votes_Info_Total_Cells,Completeness_Votes_Info_NA_Cells,Completeness_Votes_Info_NA_Proportion,Year,Election_Type,Dates_DATE_COUNTING,Dates_DATE_DECLARATION OF RESULT,Voters_Info_PROXY_MEN,Voters_Info_PROXY_WOMEN,Voters_Info_PROXY_TOTAL,Votes_Info_VOTES NOT RETREIVED FROM EVM_VALUE,Candidates_Info_NOMINATION FILED_OTHERS,Candidates_Info_NOMINATION REJECTED_OTHERS,Candidates_Info_WITHDRAWN_OTHERS,Candidates_Info_CONTESTED_OTHERS,Candidates_Info_FORFEITED DEPOSIT_OTHERS,Electors_Info_GENERAL_OTHERS,Electors_Info_SERVICE_OTHERS,Electors_Info_TOTAL_OTHERS,Voters_Info_GENERAL_OTHERS,Voters_Info_PROXY_OTHERS,Voters_Info_POSTAL_OTHERS,Voters_Info_TOTAL_OTHERS,Votes_Info_VOTES NOT RETREIVED_VALUE
36,30-05-2002,28,662,True,9.0,0.0,9.0,1.0,0.0,1.0,1,0,1,7,0,7,5,0,5,20,0,0.0,BJP,VASUDEV MENGA GAONKAR,5747.0,INC,SATYAWAN BHADRU DESSAI,4910.0,8,0,0.0,9311,9231,18542,0,0,0,9311,9231,18542,12,0,0.0,6636,6450,13086,129,19,148,6765,6469,13234,12,0,0.0,13234.0,13224.0,10.0,,0.0,10,0,0.0,2002,AE,01-06-2002,01-06-2002,,,,,,,,,,,,,,,,,0.0
35,30-05-2002,33,720,True,8.0,0.0,8.0,1.0,0.0,1.0,0,0,0,7,0,7,5,0,5,20,0,0.0,BJP,TENDULKAR VINAY DENU,8195.0,IND,SALGAOCAR ANIL VASSUDEVA,5084.0,8,0,0.0,12104,11647,23751,4,0,4,12108,11647,23755,12,0,0.0,9037,7852,16889,72,13,85,9109,7865,16974,12,0,0.0,16974.0,16967.0,7.0,,0.0,10,0,0.0,2002,AE,01-06-2002,01-06-2002,,,,,,,,,,,,,,,,,0.0
34,30-05-2002,31,746,True,7.0,0.0,7.0,1.0,0.0,1.0,0,0,0,6,0,6,3,0,3,20,0,0.0,INC,ALEMAO JOAQUIM BRAZ,6426.0,NCP,D'SOUZA  ARECIO AGAPITO,4038.0,8,0,0.0,11375,11761,23136,0,0,0,11375,11761,23136,12,0,0.0,6640,7734,14374,60,16,76,6700,7750,14450,12,0,0.0,14450.0,14446.0,4.0,,1.0,10,0,0.0,2002,AE,01-06-2002,01-06-2002,,,,,,,,,,,,,,,,,0.0
33,30-05-2002,27,744,True,3.0,0.0,3.0,0.0,0.0,0.0,0,0,0,3,0,3,1,0,1,20,0,0.0,IND,RODRIGUES FILIPE NERY,8664.0,INC,D'SILVA MARCUS SEBASTIANO,3148.0,8,0,0.0,9745,10349,20094,0,0,0,9745,10349,20094,12,0,0.0,5436,7384,12820,32,13,45,5468,7397,12865,12,0,0.0,12865.0,12865.0,0.0,,0.0,10,0,0.0,2002,AE,01-06-2002,01-06-2002,,,,,,,,,,,,,,,,,0.0
21,30-05-2002,36,717,True,7.0,0.0,7.0,3.0,0.0,3.0,0,0,0,4,0,4,1,0,1,20,0,0.0,BJP,SATARKAR VISHWAS RAMNATH,8071.0,INC,AMONKAR SHRIKANT SAGUN,6409.0,8,0,0.0,13320,12478,25798,3,1,4,13323,12479,25802,12,0,0.0,10406,8908,19314,72,30,102,10478,8938,19416,12,0,0.0,19416.0,19392.0,24.0,,2.0,10,0,0.0,2002,AE,01-06-2002,01-06-2002,,,,,,,,,,,,,,,,,0.0
32,30-05-2002,37,793,True,8.0,1.0,9.0,1.0,1.0,2.0,1,0,1,6,0,6,4,0,4,20,0,0.0,INC,FALEIRO LUIZINHO,10245.0,IND,RAIKAR JOHN LOURENCE,5668.0,8,0,0.0,14762,14569,29331,2,1,3,14764,14570,29334,12,0,0.0,8119,9041,17160,46,15,61,8165,9056,17221,12,0,0.0,17221.0,17219.0,2.0,,5.0,10,0,0.0,2002,AE,01-06-2002,01-06-2002,,,,,,,,,,,,,,,,,0.0
29,30-05-2002,30,889,True,8.0,0.0,8.0,1.0,0.0,1.0,1,0,1,6,0,6,3,0,3,20,0,0.0,BJP,DAMODAR (DAMU) G. NAIK,5695.0,INC,CARDOZ LUIS ALEX FLORENCI,5107.0,8,0,0.0,13255,13425,26680,1,0,1,13256,13425,26681,12,0,0.0,8106,7991,16097,178,19,197,8284,8010,16294,12,0,0.0,16294.0,16287.0,7.0,,3.0,10,0,0.0,2002,AE,01-06-2002,01-06-2002,,,,,,,,,,,,,,,,,0.0
28,30-05-2002,28,796,True,5.0,1.0,6.0,1.0,0.0,1.0,0,0,0,4,1,5,2,1,3,20,0,0.0,UGDP,PACHECO FRANCISCO XAVIER ALIAS MICKY PACHECO,7752.0,INC,ALEMAO CHURCHIL BRAZ,6703.0,12,3,25.0,10988,11285,22273,1,0,1,10989,11285,22274,12,0,0.0,6952,8050,15002,37,11,48,6989,8061,15050,12,0,0.0,15050.0,15048.0,2.0,,0.0,10,0,0.0,2002,AE,01-06-2002,01-06-2002,,,,,,,,,,,,,,,,,0.0
27,30-05-2002,24,881,True,11.0,1.0,12.0,4.0,0.0,4.0,1,1,2,6,0,6,4,0,4,20,0,0.0,INC,ALEIXO SEQUEIRA,8873.0,UGDP,GRACIAS RADHARAO SOCRATES,4119.0,8,0,0.0,10377,10762,21139,1,0,1,10378,10762,21140,12,0,0.0,6718,7362,14080,30,3,33,6748,7365,14113,12,0,0.0,14113.0,14110.0,3.0,,1.0,10,0,0.0,2002,AE,01-06-2002,01-06-2002,,,,,,,,,,,,,,,,,0.0
26,30-05-2002,33,834,True,9.0,0.0,9.0,2.0,0.0,2.0,1,0,1,6,0,6,3,0,3,20,0,0.0,UGDP,SALDANHA MATANHY,6741.0,INC,GODINHO MAUVIN HELIODORO,5891.0,8,0,0.0,13849,13557,27406,72,28,100,13921,13585,27506,12,0,0.0,8985,8729,17714,59,1,60,9044,8730,17774,12,0,0.0,17774.0,17772.0,2.0,,2.0,10,0,0.0,2002,AE,01-06-2002,01-06-2002,,,,,,,,,,,,,,,,,0.0
25,30-05-2002,32,875,True,8.0,1.0,9.0,2.0,0.0,2.0,1,0,1,5,1,6,2,1,3,20,0,0.0,BJP,ARLEKAR RAJENDRA,5605.0,NCP,D'SOUZA JOSE PHILIPS DOMINGO,4509.0,8,0,0.0,14674,13030,27704,165,138,303,14839,13168,28007,12,0,0.0,8388,7286,15674,71,5,76,8459,7291,15750,12,0,0.0,15750.0,15746.0,4.0,,8.0,10,0,0.0,2002,AE,01-06-2002,01-06-2002,,,,,,,,,,,,,,,,,0.0
24,30-05-2002,33,833,True,10.0,4.0,14.0,3.0,2.0,5.0,1,1,2,6,1,7,3,1,4,20,0,0.0,INC,VAZ GIOVANNI KARL,4635.0,BJP,SHAIKH HASSAN HAROON,4192.0,8,0,0.0,14474,13020,27494,9,2,11,14483,13022,27505,12,0,0.0,8226,6696,14922,70,7,77,8296,6703,14999,12,0,0.0,14999.0,14996.0,3.0,,4.0,10,0,0.0,2002,AE,01-06-2002,01-06-2002,,,,,,,,,,,,,,,,,0.0
23,30-05-2002,32,749,True,4.0,1.0,5.0,1.0,1.0,2.0,0,0,0,3,0,3,1,0,1,20,0,0.0,INC,SUBHASH ANKUSH SHIRODKAR,9738.0,BJP,PRABHU VISHWANATH TUKARAM,8603.0,8,0,0.0,11852,12105,23957,1,0,1,11853,12105,23958,12,0,0.0,9511,9146,18657,80,44,124,9591,9190,18781,12,0,0.0,18781.0,18755.0,26.0,,0.0,10,0,0.0,2002,AE,01-06-2002,01-06-2002,,,,,,,,,,,,,,,,,0.0
31,30-05-2002,27,885,True,6.0,0.0,6.0,1.0,0.0,1.0,1,0,1,4,0,4,2,0,2,20,0,0.0,INC,SARDINHA COSME FRANCISCO CAITANO,8907.0,IND,LOURENCO BRUNO SANTOS,6056.0,8,0,0.0,11947,11949,23896,0,0,0,11947,11949,23896,12,0,0.0,7536,8211,15747,46,11,57,7582,8222,15804,12,0,0.0,15804.0,15800.0,4.0,,3.0,10,0,0.0,2002,AE,01-06-2002,01-06-2002,,,,,,,,,,,,,,,,,0.0
1,30-05-2002,27,721,True,8.0,1.0,9.0,1.0,0.0,1.0,1,0,1,6,1,7,4,0,4,20,0,0.0,BJP,PARSEKAR LAXIMIKANT YESHWANT,5955.0,INC,KHALAP RAMAKANT D,5047.0,8,0,0.0,9999,9447,19446,15,5,20,10014,9452,19466,12,0,0.0,7980,7141,15121,86,50,136,8066,7191,15257,12,0,0.0,15257.0,15250.0,7.0,,0.0,10,0,0.0,2002,AE,01-06-2002,01-06-2002,,,,,,,,,,,,,,,,,0.0
40,30-05-2002,21,700,True,3.0,1.0,4.0,0.0,1.0,1.0,0,0,0,3,0,3,0,0,0,20,0,0.0,INC,ISIDORE DIOGO FERNANDES,5641.0,BJP,TAWADKAR RAMESH BOMBO,3773.0,8,0,0.0,7436,7261,14697,1,0,1,7437,7261,14698,12,0,0.0,5756,5566,11322,92,4,96,5848,5570,11418,12,0,0.0,11418.0,11415.0,3.0,,2.0,10,0,0.0,2002,AE,01-06-2002,01-06-2002,,,,,,,,,,,,,,,,,0.0
39,30-05-2002,24,767,True,5.0,0.0,5.0,2.0,0.0,2.0,0,0,0,3,0,3,1,0,1,20,0,0.0,BJP,VIJAY ANANDRAO PAI KHOT,8531.0,INC,SANJAY BANDEKAR,5648.0,8,0,0.0,9394,9012,18406,1,0,1,9395,9012,18407,12,0,0.0,7274,6964,14238,222,18,240,7496,6982,14478,12,0,0.0,14478.0,14472.0,6.0,,1.0,10,0,0.0,2002,AE,01-06-2002,01-06-2002,,,,,,,,,,,,,,,,,0.0
40,02-Jun-2007,21,743,True,8.0,0.0,8.0,4.0,0.0,4.0,2,0,2,2,0,2,0,0,0,20,0,0.0,BJP,TAWADKAR RAMESH,6158.0,INC,FERNANDES ISIDORE ALEIXINHO,5958.0,8,0,0.0,7858,7742,15600,3,1,4,7861,7743,15604,12,0,0.0,5865,6144,12009,118,0,0,12127,0,0,16,6,37.5,,12116.0,,,0.0,6,0,0.0,2007,AE,5-Jun-2007,05-Jun-2007,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
22,02-Jun-2007,28,883,True,7.0,0.0,7.0,2.0,0.0,2.0,0,0,0,5,0,5,3,0,3,20,0,0.0,MAG,DHAVALIKAR RAMKRISHNA ALIAS SUDIN,12141.0,INC,MADHAV GOVIND GAUDE,4532.0,8,0,0.0,12524,12223,24747,3,0,3,12527,12223,24750,12,0,0.0,9738,9311,19049,290,0,0,19339,0,0,16,6,37.5,,19179.0,160.0,,2.0,8,0,0.0,2007,AE,5-Jun-2007,05-Jun-2007,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
24,02-Jun-2007,27,1070,True,8.0,1.0,9.0,0.0,0.0,0.0,0,1,1,8,0,8,6,0,6,20,0,0.0,BJP,NAIK MILIND SAGUN,7769.0,INC,VAZ GIOVANNI KARL,5363.0,8,0,0.0,15023,13880,28903,21,6,27,15044,13886,28930,12,0,0.0,9266,8304,17570,145,0,0,17715,0,0,16,6,37.5,,17678.0,37.0,,11.0,8,0,0.0,2007,AE,5-Jun-2007,05-Jun-2007,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
25,02-Jun-2007,27,1205,True,7.0,2.0,9.0,0.0,0.0,0.0,0,0,0,7,2,9,5,2,7,20,0,0.0,NCP,D SOUZA JOSE PHILIP,7476.0,BJP,ARLEKAR RAJENDRA VISHWANATH,6864.0,8,0,0.0,16676,15489,32165,226,150,376,16902,15639,32541,12,0,0.0,9936,9076,19012,109,0,0,19121,0,0,16,6,37.5,,19080.0,39.0,,16.0,6,0,0.0,2007,AE,5-Jun-2007,05-Jun-2007,0.0,0.0,0.0,,,,,,,,,,,,,,
26,02-Jun-2007,34,1027,True,3.0,1.0,4.0,0.0,0.0,0.0,0,0,0,3,1,4,0,1,1,20,0,0.0,INC,MAUVIN HELIODORO GODINHO,9532.0,UGDP,MATHANY SALDANHA,7850.0,8,0,0.0,17729,17073,34802,103,42,145,17832,17115,34947,12,0,0.0,11079,11042,22121,82,0,0,22203,0,0,16,6,37.5,,22176.0,27.0,,2.0,8,0,0.0,2007,AE,5-Jun-2007,05-Jun-2007,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
27,02-Jun-2007,22,1028,True,6.0,1.0,7.0,1.0,1.0,2.0,2,0,2,3,0,3,0,0,0,20,0,0.0,INC,ALEIXO SEQEIRA,6435.0,SGF,FERNANDES PIEDADE REMEGIO (REMY),4894.0,8,0,0.0,10986,11637,22623,2,1,3,10988,11638,22626,12,0,0.0,6728,8093,14821,48,0,0,14869,0,0,16,6,37.5,,14863.0,6.0,,0.0,8,0,0.0,2007,AE,5-Jun-2007,05-Jun-2007,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
28,02-Jun-2007,24,977,True,5.0,0.0,5.0,0.0,0.0,0.0,2,0,2,3,0,3,1,0,1,20,0,0.0,NCP,PACHECO XAVIER FRANCISCO,8092.0,SGF,JOHN FERNANDES,7336.0,8,0,0.0,11427,12025,23452,1,0,1,11428,12025,23453,12,0,0.0,7085,8541,15626,52,0,0,15678,0,0,16,6,37.5,,15674.0,4.0,,0.0,8,0,0.0,2007,AE,5-Jun-2007,05-Jun-2007,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
21,02-Jun-2007,28,951,True,8.0,0.0,8.0,1.0,0.0,1.0,0,0,0,7,0,7,5,0,5,20,0,0.0,MAG,DHAVALIKAR PANDURANG ALIAS DEEPAK,10591.0,BJP,SATARKAR VISHWAS,6266.0,8,0,0.0,13425,13203,26628,7,0,7,13432,13203,26635,12,0,0.0,10703,9917,20620,161,0,0,20781,0,0,16,6,37.5,,20753.0,28.0,,0.0,8,0,0.0,2007,AE,5-Jun-2007,05-Jun-2007,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
29,02-Jun-2007,26,1255,True,7.0,2.0,9.0,1.0,1.0,2.0,1,0,1,5,1,6,3,0,3,20,0,0.0,BJP,DAMODAR (DAMU) G. NAIK,7943.0,INC,VIJAY SARDESSAI,6172.0,8,0,0.0,16008,16620,32628,2,0,2,16010,16620,32630,12,0,0.0,9562,10040,19602,232,0,0,19834,0,0,16,6,37.5,,19815.0,19.0,,6.0,8,0,0.0,2007,AE,5-Jun-2007,05-Jun-2007,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
31,02-Jun-2007,28,948,True,5.0,0.0,5.0,0.0,0.0,0.0,2,0,2,3,0,3,1,0,1,20,0,0.0,SGF,ALEIXO REGINALDO LOURENCO,9320.0,INC,SARDINHA COSME FRANCISCO CAITANO,7493.0,8,0,0.0,12971,13580,26551,1,0,1,12972,13580,26552,12,0,0.0,7986,9172,17158,75,0,0,17233,0,0,16,6,37.5,,17203.0,30.0,,0.0,8,0,0.0,2007,AE,5-Jun-2007,05-Jun-2007,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
32,02-Jun-2007,36,970,True,4.0,2.0,6.0,0.0,2.0,2.0,1,0,1,3,0,3,1,0,1,20,0,0.0,SGF,ALEMAO CHURCHILL,13500.0,INC,LUIZINHO FALEIRO,8996.0,8,0,0.0,17341,17601,34942,4,1,5,17345,17602,34947,12,0,0.0,10642,12288,22930,90,0,0,23020,0,0,16,6,37.5,,22993.0,27.0,,1.0,8,0,0.0,2007,AE,5-Jun-2007,05-Jun-2007,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
33,02-Jun-2007,23,887,True,2.0,1.0,3.0,0.0,1.0,1.0,0,0,0,2,0,2,0,0,0,20,0,0.0,INC,RODRIGUES FILIPE NERY,7965.0,SGF,SILVA BENJAMIN,5211.0,8,0,0.0,9825,10578,20403,1,1,2,9826,10579,20405,12,0,0.0,5481,7655,13136,47,0,0,13183,0,0,16,6,37.5,,13176.0,6.0,,3.0,8,0,0.0,2007,AE,5-Jun-2007,05-Jun-2007,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
34,02-Jun-2007,27,894,True,8.0,0.0,8.0,2.0,0.0,2.0,1,0,1,5,0,5,3,0,3,20,0,0.0,INC,ALEMAO JOAQUIM,8909.0,UGDP,FERNANDES JORSON PIEDADE,3408.0,8,0,0.0,11707,12442,24149,1,0,1,11708,12442,24150,12,0,0.0,6794,8343,15137,92,0,0,15229,0,0,16,6,37.5,,15199.0,29.0,,0.0,8,0,0.0,2007,AE,5-Jun-2007,05-Jun-2007,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
35,02-Jun-2007,32,798,True,16.0,1.0,17.0,9.0,1.0,10.0,1,0,1,6,0,6,4,0,4,20,0,0.0,IND,ANIL VASUDEV SALGAONKAR,10705.0,BJP,VINAY D. TENDULKAR,3782.0,8,0,0.0,12832,12714,25546,5,0,5,12837,12714,25551,12,0,0.0,9989,9579,19568,89,0,0,19657,0,0,16,6,37.5,,19634.0,23.0,,2.0,8,0,0.0,2007,AE,5-Jun-2007,05-Jun-2007,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
36,02-Jun-2007,27,728,True,12.0,1.0,13.0,8.0,1.0,9.0,0,0,0,4,0,4,2,0,2,20,0,0.0,BJP,GAONKAR VASUDEV MENG,7754.0,INC,MINGUELINO D'COSTA,5449.0,8,0,0.0,9673,10004,19677,0,0,0,9673,10004,19677,12,0,0.0,7149,7330,14479,137,0,0,14616,0,0,16,6,37.5,,14588.0,28.0,,0.0,8,0,0.0,2007,AE,5-Jun-2007,05-Jun-2007,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
37,02-Jun-2007,30,950,True,8.0,0.0,8.0,1.0,0.0,1.0,0,0,0,7,0,7,5,0,5,20,0,0.0,INC,SHYAM GOPINATH SATARDEKAR,10628.0,BJP,DESSAI RAMRAO GHANASHYAM,8729.0,8,0,0.0,14394,14122,28516,3,0,3,14397,14122,28519,12,0,0.0,9866,10015,19881,234,0,0,20115,0,0,16,6,37.5,,20055.0,60.0,,5.0,8,0,0.0,2007,AE,5-Jun-2007,05-Jun-2007,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
30,02-Jun-2007,25,1125,True,8.0,0.0,8.0,2.0,0.0,2.0,1,0,1,5,0,5,3,0,3,20,0,0.0,INC,KAMAT DIGAMBAR,9198.0,BJP,SHARMAD RAITURKAR,7170.0,8,0,0.0,14250,13886,28136,4,1,5,14254,13887,28141,12,0,0.0,8771,8620,17391,89,0,0,17480,0,0,16,6,37.5,,17455.0,25.0,,9.0,8,0,0.0,2007,AE,5-Jun-2007,05-Jun-2007,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
20,02-Jun-2007,36,1029,True,7.0,0.0,7.0,3.0,0.0,3.0,0,0,0,4,0,4,1,0,1,20,0,0.0,INC,NAIK RAVI,9972.0,MAG,MAMLEDAR LAVOO,8316.0,8,0,0.0,19497,17558,37055,8,5,13,19505,17563,37068,12,0,0.0,12919,11441,24360,246,0,0,24606,0,0,16,6,37.5,,24557.0,49.0,,1.0,8,0,0.0,2007,AE,5-Jun-2007,05-Jun-2007,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
19,02-Jun-2007,20,883,True,6.0,0.0,6.0,1.0,0.0,1.0,2,0,2,3,0,3,1,0,1,20,0,0.0,IND,RANE VISHWAJIT PRATAPSINGH,8590.0,BJP,GAONKAR PUTI,5041.0,8,0,0.0,8822,8840,17662,7,0,7,8829,8840,17669,12,0,0.0,7071,6876,13947,166,0,0,14113,0,0,16,6,37.5,,14002.0,,,2.0,6,0,0.0,2007,AE,5-Jun-2007,05-Jun-2007,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
18,02-Jun-2007,30,775,True,4.0,0.0,4.0,1.0,0.0,1.0,0,0,0,3,0,3,1,0,1,20,0,0.0,INC,RANE PRATAPSINGH RAOJI,10605.0,BJP,VASSUDEO RAMNATH PARAB,6869.0,8,0,0.0,11752,11479,23231,16,4,20,11768,11483,23251,12,0,0.0,9307,8727,18034,212,0,0,18246,0,0,16,6,37.5,,18122.0,124.0,,2.0,8,0,0.0,2007,AE,5-Jun-2007,05-Jun-2007,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
1,02-Jun-2007,23,895,True,8.0,2.0,10.0,2.0,1.0,3.0,0,0,0,6,1,7,4,1,5,20,0,0.0,BJP,PARSEKAR LAXMIKANT,5858.0,INC,KHALAP RAMAKANT,4148.0,8,0,0.0,10511,10070,20581,17,4,21,10528,10074,20602,12,0,0.0,8474,7931,16405,105,0,0,16510,0,0,16,6,37.5,,16483.0,27.0,,1.0,8,0,0.0,2007,AE,5-Jun-2007,05-Jun-2007,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2,02-Jun-2007,24,806,True,7.0,1.0,8.0,1.0,0.0,1.0,0,0,0,6,1,7,3,1,4,20,0,0.0,BJP,SOPTE DAYANAND RAGHUNATH,7272.0,INC,DESHPRABHU JITENDRA RAGHURAJ,4827.0,8,0,0.0,9765,9576,19341,6,2,8,9771,9578,19349,12,0,0.0,8007,7492,15499,145,0,0,15644,0,0,16,6,37.5,,15612.0,32.0,,2.0,8,0,0.0,2007,AE,5-Jun-2007,05-Jun-2007,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
3,02-Jun-2007,21,778,True,5.0,1.0,6.0,1.0,1.0,2.0,0,0,0,4,0,4,1,0,1,20,0,0.0,INC,AJGAONKAR MANOHAR TRIMBAK,5049.0,BJP,MORAJKAR VITHU,4275.0,8,0,0.0,8380,7947,16327,14,4,18,8394,7951,16345,12,0,0.0,6719,6220,12939,105,0,0,13044,0,0,16,6,37.5,,13022.0,22.0,,2.0,8,0,0.0,2007,AE,5-Jun-2007,05-Jun-2007,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
4,02-Jun-2007,25,1090,True,9.0,0.0,9.0,1.0,0.0,1.0,0,0,0,8,0,8,6,0,6,20,0,0.0,NCP,NILKANTH HALARNKAR,8768.0,BJP,SHET TANAWDE SADANAND MHALU,8444.0,8,0,0.0,13443,13811,27254,5,3,8,13448,13814,27262,12,0,0.0,9715,9972,19687,74,0,0,19761,0,0,16,6,37.5,,19760.0,,,6.0,6,0,0.0,2007,AE,5-Jun-2007,05-Jun-2007,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
5,02-Jun-2007,27,1049,True,9.0,0.0,9.0,1.0,0.0,1.0,1,0,1,7,0,7,5,0,5,20,0,0.0,BJP,FRANCIS D'SOUZA,10104.0,JD(S),SUBHASH G. NARVEKAR,3258.0,8,0,0.0,14153,14189,28342,2,0,2,14155,14189,28344,12,0,0.0,9269,9080,18349,38,0,0,18387,0,0,16,6,37.5,,18387.0,0.0,,3.0,8,0,0.0,2007,AE,5-Jun-2007,05-Jun-2007,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
6,02-Jun-2007,25,1026,True,7.0,1.0,8.0,1.0,0.0,1.0,0,0,0,6,1,7,3,1,4,20,0,0.0,BJP,DAYANAND MANDREKAR,7402.0,IND,PALIEMKAR UDAY,5400.0,8,0,0.0,12527,13140,25667,7,0,7,12534,13140,25674,12,0,0.0,8973,9010,17983,42,0,0,18025,0,0,16,6,37.5,,18025.0,0.0,,2.0,8,0,0.0,2007,AE,5-Jun-2007,05-Jun-2007,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
7,02-Jun-2007,29,959,True,3.0,1.0,4.0,0.0,0.0,0.0,0,0,0,3,1,4,1,0,1,20,0,0.0,INC,AGNELO FERNANDES,8319.0,UGDP,JOSEPH SEQUEIRA,5558.0,8,0,0.0,13758,14033,27791,18,17,35,13776,14050,27826,12,0,0.0,9758,9706,19464,41,0,0,19505,0,0,16,6,37.5,,19501.0,,,2.0,6,0,0.0,2007,AE,5-Jun-2007,05-Jun-2007,0.0,0.0,0.0,3.0,,,,,,,,,,,,,
8,02-Jun-2007,21,1048,True,6.0,2.0,8.0,1.0,0.0,1.0,0,1,1,5,1,6,3,1,4,20,0,0.0,BJP,DILIP DNYANESHWAR PARULEKAR,6639.0,NCP,D'SOUZA WILFRED,4682.0,8,0,0.0,10747,11276,22023,3,0,3,10750,11276,22026,12,0,0.0,7493,7873,15366,45,0,0,15411,0,0,16,6,37.5,,15408.0,2.0,,3.0,8,0,0.0,2007,AE,5-Jun-2007,05-Jun-2007,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
9,02-Jun-2007,32,987,True,8.0,2.0,10.0,0.0,0.0,0.0,1,0,1,7,2,9,6,0,6,20,0,0.0,INC,DAYANAND GANESH NARVEKAR,9251.0,BJP,KUNDA CHODANKAR,6217.0,8,0,0.0,15321,16249,31570,15,7,22,15336,16256,31592,12,0,0.0,10531,11079,21610,147,0,0,21757,0,0,16,6,37.5,,21754.0,0.0,,6.0,8,0,0.0,2007,AE,5-Jun-2007,05-Jun-2007,0.0,0.0,0.0,3.0,,,,,,,,,,,,,
10,02-Jun-2007,14,1066,True,9.0,3.0,12.0,0.0,0.0,0.0,7,3,10,2,0,2,0,0,0,20,0,0.0,BJP,MANOHAR GOPALKRISHNA PRABHU,6004.0,INC,PARRIKAR DINAR PURSHOTTAM KAMAT TARCAR,4560.0,8,0,0.0,7374,7562,14936,1,0,1,7375,7562,14937,12,0,0.0,5158,5287,10445,137,0,0,10582,0,0,16,6,37.5,,10564.0,18.0,,3.0,8,0,0.0,2007,AE,5-Jun-2007,05-Jun-2007,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
